,UMAP1,UMAP2,Cluster
ME1/ABEC0049.WEC0024082,0.20280084,7.308138,Cluster 0
ME1/ABEC0049.WEC0024083,0.23789854,7.41051,Cluster 0
ME1/ABEC0049.WEC0024084,0.0796246,7.4170823,Cluster 0
ME1/ABEC0049.WEC0024085,0.13265741,7.4258914,Cluster 0
ME1/ABEC0049.WEC0024086,0.02210157,7.4307227,Cluster 0
ME1/ABEC0049.WEC0024087,0.053325977,7.6204953,Cluster 0
ME1/ABEC0049.WEC0024088,0.63008964,7.6561894,Cluster 0
ME1/ABEC0049.WEC0024089,0.045079578,7.437263,Cluster 0
ME1/ABEC0049.WEC0024090,0.0747686,7.507386,Cluster 0
ME1/ABEC0049.WEC0024091,0.2397953,7.411832,Cluster 0
ME1/ABEC0049.WEC0024092,0.5136978,7.6204505,Cluster 0
ME1/ABEC0049.WEC0024093,0.11955642,7.2203794,Cluster 0
ME1/ABEC0049.WEC0024094,0.15593457,7.6515446,Cluster 0
ME1/ABEC0049.WEC0024095,0.06852921,7.6486645,Cluster 0
ME1/ABEC0049.WEC0024097,0.1000408,7.492613,Cluster 0
ME1/ABEC0049.WEC0024098,0.33259884,7.222747,Cluster 0
ME1/ABEC0049.WEC0024099,0.25536436,7.385021,Cluster 0
ME1/ABEC0049.WEC0024100,0.12697917,7.3889675,Cluster 0
ME1/ABEC0049.WEC0024101,0.13980034,7.4810677,Cluster 0
ME1/ABEC0049.WEC0024102,0.118124306,7.4381037,Cluster 0
ME1/ABEC0049.WEC0024103,0.33287528,7.4846187,Cluster 0
ME1/ABEC0049.WEC0024104,0.24896808,7.230164,Cluster 0
ME1/ABEC0049.WEC0024105,0.34208548,7.4173245,Cluster 0
ME1/ABEC0049.WEC0024106,0.21346164,7.642284,Cluster 0
ME1/ABEC0049.WEC0024107,0.21381512,7.5870814,Cluster 0
ME1/ABEC0049.WEC0024108,0.11653331,7.6050215,Cluster 0
ME1/ABEC0049.WEC0024109,0.18617146,7.556426,Cluster 0
ME1/ABEC0049.WEC0024110,0.43722913,7.3501167,Cluster 0
ME1/ABEC0049.WEC0024111,0.16585822,7.51207,Cluster 0
ME1/ABEC0049.WEC0024112,0.21578363,7.3213644,Cluster 0
ME1/ABEC0049.WEC0024113,0.2329295,7.3694825,Cluster 0
ME1/ABEC0049.WEC0024114,0.39605755,7.4621253,Cluster 0
ME1/ABEC0049.WEC0024115,0.29800567,7.385421,Cluster 0
ME1/ABEC0049.WEC0024116,0.10202045,7.5262775,Cluster 0
ME1/ABEC0049.WEC0024117,0.6408779,7.295512,Cluster 0
ME1/ABEC0049.WEC0024118,0.30032265,7.5358143,Cluster 0
ME1/ABEC0049.WEC0024119,0.31279892,7.4753137,Cluster 0
ME1/ABEC0049.WEC0024120,0.20574072,7.491355,Cluster 0
ME1/ABEC0049.WEC0024121,0.4450934,7.5587544,Cluster 0
ME1/ABEC0049.WEC0024122,0.47933653,6.9090557,Cluster 0
ME1/ABEC0049.WEC0024123,0.35319823,7.358078,Cluster 0
ME1/ABEC0049.WEC0024124,0.27585018,7.309613,Cluster 0
ME1/ABEC0049.WEC0024125,0.6143215,7.3363323,Cluster 0
ME1/ABEC0049.WEC0024126,0.21987155,7.4826965,Cluster 0
ME1/ABEC0049.WEC0024127,0.37335548,7.229512,Cluster 0
ME1/ABEC0049.WEC0024128,0.26217148,7.439087,Cluster 0
ME1/ABEC0049.WEC0024129,0.32067478,7.2046313,Cluster 0
ME1/ABEC0049.WEC0024130,0.45194402,7.652444,Cluster 0
ME1/ABEC0049.WEC0024132,0.48683053,7.35898,Cluster 0
ME1/ABEC0049.WEC0024133,0.45349723,7.407642,Cluster 0
ME1/ABEC0049.WEC0024134,0.32933953,7.3515596,Cluster 0
ME1/ABEC0049.WEC0024135,0.3852056,7.230606,Cluster 0
ME1/ABEC0049.WEC0024136,0.30987123,7.397792,Cluster 0
ME1/ABEC0049.WEC0024137,0.4724496,7.1752806,Cluster 0
ME1/ABEC0049.WEC0024138,0.37319556,7.342528,Cluster 0
ME1/ABEC0049.WEC0024139,0.59332633,7.120798,Cluster 0
ME1/ABEC0049.WEC0024140,0.44832063,7.364528,Cluster 0
ME1/ABEC0049.WEC0024141,0.37223873,7.4194245,Cluster 0
ME1/ABEC0049.WEC0024142,0.678685,7.6911173,Cluster 0
ME1/ABEC0049.WEC0024143,0.35327032,7.4530787,Cluster 0
ME1/ABEC0049.WEC0024144,0.44435352,7.417227,Cluster 0
ME1/ABEC0049.WEC0024145,0.26992628,7.376403,Cluster 0
ME1/ABEC0049.WEC0024146,0.25866193,7.375771,Cluster 0
ME1/ABEC0049.WEC0024147,0.72434014,7.501661,Cluster 0
ME1/ABEC0049.WEC0024148,0.30053225,7.2923803,Cluster 0
ME1/ABEC0049.WEC0024149,0.33381283,7.361044,Cluster 0
ME1/ABEC0049.WEC0024150,0.69705224,7.4016795,Cluster 0
ME1/ABEC0049.WEC0024151,0.3828733,7.3344073,Cluster 0
ME1/ABEC0049.WEC0024152,0.37868792,7.255833,Cluster 0
ME1/ABEC0049.WEC0024153,0.4516531,7.287061,Cluster 0
ME1/ABEC0049.WEC0024154,0.48826095,7.1161447,Cluster 0
ME1/ABEC0049.WEC0024155,0.2594038,7.294289,Cluster 0
ME1/ABEC0049.WEC0024156,0.33279786,7.2228374,Cluster 0
ME1/ABEC0049.WEC0024158,0.46774927,7.0136895,Cluster 0
ME1/ABEC0049.WEC0024159,0.46895412,7.3189535,Cluster 0
ME1/ABEC0049.WEC0024160,0.37324694,7.3466187,Cluster 0
ME1/ABEC0049.WEC0024161,0.58480066,7.0811167,Cluster 0
ME1/ABEC0049.WEC0024162,0.5179975,7.1990237,Cluster 0
ME1/ABEC0049.WEC0024163,0.47330365,7.239789,Cluster 0
ME1/ABEC0049.WEC0024164,0.28797486,7.411266,Cluster 0
ME1/ABEC0049.WEC0024165,0.3162975,7.189727,Cluster 0
ME1/ABEC0049.WEC0024166,0.3906843,7.15146,Cluster 0
ME1/ABEC0049.WEC0024167,0.9468473,7.3624377,Cluster 0
ME1/ABEC0049.WEC0024168,0.4621532,7.199025,Cluster 0
ME1/ABEC0049.WEC0024169,0.4556435,7.227655,Cluster 0
ME1/ABEC0049.WEC0024170,0.595419,7.122482,Cluster 0
ME1/ABEC0049.WEC0024171,0.49511364,7.185022,Cluster 0
ME1/ABEC0049.WEC0024172,0.62207335,7.258226,Cluster 0
ME1/ABEC0049.WEC0024173,0.5772767,7.0832677,Cluster 0
ME1/ABEC0049.WEC0024174,0.5153179,7.041107,Cluster 0
ME1/ABEC0049.WEC0024175,0.63681567,7.3792653,Cluster 0
ME1/ABEC0049.WEC0024176,0.6263855,7.0920396,Cluster 0
ME1/ABEC0049.WEC0024177,0.40824914,7.296209,Cluster 0
ME1/ABEC0049.WEC0024178,0.79569757,7.109418,Cluster 0
ME1/ABEC0049.WEC0024179,0.43949074,7.2968273,Cluster 0
ME1/ABEC0049.WEC0024180,0.66206837,7.094178,Cluster 0
ME1/ABEC0049.WEC0024181,0.715614,7.0469775,Cluster 0
ME1/ABEC0049.WEC0024182,0.6450926,7.1407175,Cluster 0
ME1/ABEC0049.WEC0024183,0.5502419,7.196103,Cluster 0
ME1/ABEC0049.WEC0024184,0.6273791,7.137276,Cluster 0
ME1/ABEC0049.WEC0024185,0.7026222,7.2139177,Cluster 0
ME1/ABEC0049.WEC0024186,0.5852581,7.2052703,Cluster 0
ME1/ABEC0049.WEC0024188,0.6578851,7.114264,Cluster 0
ME1/ABEC0049.WEC0024189,0.691017,7.0734916,Cluster 0
ME1/ABEC0049.WEC0024190,0.7055634,7.0639133,Cluster 0
ME1/ABEC0049.WEC0024191,0.6658328,6.997984,Cluster 0
ME1/ABEC0049.WEC0024192,0.6318853,7.158135,Cluster 0
ME1/ABEC0050.WEC0024193,0.65579796,7.08373,Cluster 0
ME1/ABEC0050.WEC0024194,0.9024443,6.984858,Cluster 0
ME1/ABEC0050.WEC0024195,0.7738719,7.0536513,Cluster 0
ME1/ABEC0050.WEC0024196,0.812785,7.342125,Cluster 0
ME1/ABEC0050.WEC0024197,0.689854,7.0753407,Cluster 0
ME1/ABEC0050.WEC0024198,0.7219009,7.0874023,Cluster 0
ME1/ABEC0050.WEC0024199,1.0263048,7.252734,Cluster 0
ME1/ABEC0050.WEC0024200,0.6114281,7.2814016,Cluster 0
ME1/ABEC0050.WEC0024201,0.5854218,6.958717,Cluster 0
ME1/ABEC0050.WEC0024202,0.6037318,7.100915,Cluster 0
ME1/ABEC0050.WEC0024203,1.4404002,7.4929256,Noise
ME1/ABEC0050.WEC0024204,0.69655955,7.09638,Cluster 0
ME1/ABEC0050.WEC0024205,0.8035782,7.0282845,Cluster 0
ME1/ABEC0050.WEC0024206,0.7101727,7.259193,Cluster 0
ME1/ABEC0050.WEC0024207,0.86901426,7.197581,Cluster 0
ME1/ABEC0050.WEC0024208,0.7196935,7.1485844,Cluster 0
ME1/ABEC0050.WEC0024209,0.7281757,7.2085137,Cluster 0
ME1/ABEC0050.WEC0024211,0.84142447,7.100118,Cluster 0
ME1/ABEC0050.WEC0024212,0.88309777,7.230232,Cluster 0
ME1/ABEC0050.WEC0024213,0.75374484,7.1450534,Cluster 0
ME1/ABEC0050.WEC0024214,0.87362635,7.2100706,Cluster 0
ME1/ABEC0050.WEC0024215,1.0454565,7.2077866,Cluster 0
ME1/ABEC0050.WEC0024216,0.82413113,7.116908,Cluster 0
ME1/ABEC0050.WEC0024217,0.8136405,7.1725693,Cluster 0
ME1/ABEC0050.WEC0024218,0.8225044,7.1497817,Cluster 0
ME1/ABEC0050.WEC0024219,0.931936,7.2819476,Cluster 0
ME1/ABEC0050.WEC0024220,0.9238529,7.2534184,Cluster 0
ME1/ABEC0050.WEC0024221,0.82681495,7.290277,Cluster 0
ME1/ABEC0050.WEC0024222,0.7874478,7.1519046,Cluster 0
ME1/ABEC0050.WEC0024223,0.96304864,7.063316,Cluster 0
ME1/ABEC0050.WEC0024224,0.81433487,7.085269,Cluster 0
ME1/ABEC0050.WEC0024225,0.88570917,7.1649466,Cluster 0
ME1/ABEC0050.WEC0024226,1.0388236,7.0720825,Cluster 0
ME1/ABEC0050.WEC0024227,0.8262362,7.2036796,Cluster 0
ME1/ABEC0050.WEC0024229,0.7651513,7.428136,Cluster 0
ME1/ABEC0050.WEC0024230,0.90653425,7.2127395,Cluster 0
ME1/ABEC0050.WEC0024231,0.810961,7.090951,Cluster 0
ME1/ABEC0050.WEC0024232,0.87293196,7.175482,Cluster 0
ME1/ABEC0050.WEC0024233,0.76879436,7.22683,Cluster 0
ME1/ABEC0050.WEC0024234,0.89175195,7.197771,Cluster 0
ME1/ABEC0050.WEC0024235,0.930875,7.29346,Cluster 0
ME1/ABEC0050.WEC0024236,0.7854624,7.178909,Cluster 0
ME1/ABEC0050.WEC0024237,0.79966193,7.2391977,Cluster 0
ME1/ABEC0050.WEC0024238,1.0969925,7.1458836,Cluster 0
ME1/ABEC0050.WEC0024239,1.0005994,7.064978,Cluster 0
ME1/ABEC0050.WEC0024240,0.95898235,7.347871,Cluster 0
ME1/ABEC0050.WEC0024241,1.1113821,7.1298933,Cluster 0
ME1/ABEC0050.WEC0024242,0.8782299,7.2811913,Cluster 0
ME1/ABEC0050.WEC0024243,0.8979562,7.225195,Cluster 0
ME1/ABEC0050.WEC0024244,0.981799,7.2477617,Cluster 0
ME1/ABEC0050.WEC0024245,0.93959713,7.32074,Cluster 0
ME1/ABEC0050.WEC0024246,0.9299166,7.3926506,Cluster 0
ME1/ABEC0050.WEC0024247,0.8192301,7.3339753,Cluster 0
ME1/ABEC0050.WEC0024248,0.9681011,7.121943,Cluster 0
ME1/ABEC0050.WEC0024249,1.0477376,7.2854357,Cluster 0
ME1/ABEC0050.WEC0024250,0.9576989,7.3027997,Cluster 0
ME1/ABEC0050.WEC0024251,1.0026387,7.355866,Cluster 0
ME1/ABEC0050.WEC0024252,1.040756,7.4826403,Cluster 0
ME1/ABEC0050.WEC0024253,0.87449306,7.306447,Cluster 0
ME1/ABEC0050.WEC0024255,0.9489345,7.3205605,Cluster 0
ME1/ABEC0050.WEC0024256,0.94834024,7.340354,Cluster 0
ME1/ABEC0050.WEC0024257,0.9006989,7.2937775,Cluster 0
ME1/ABEC0050.WEC0024258,0.9475507,7.570141,Cluster 0
ME1/ABEC0050.WEC0024259,0.9991721,7.401394,Cluster 0
ME1/ABEC0050.WEC0024260,0.94769543,7.358218,Cluster 0
ME1/ABEC0050.WEC0024261,1.1722032,7.60747,Cluster 0
ME1/ABEC0050.WEC0024262,0.9474258,7.277719,Cluster 0
ME1/ABEC0050.WEC0024263,0.9478754,7.365118,Cluster 0
ME1/ABEC0050.WEC0024264,0.87773335,7.3596697,Cluster 0
ME1/ABEC0050.WEC0024265,0.93512315,7.281959,Cluster 0
ME1/ABEC0050.WEC0024266,0.91650695,7.5279465,Cluster 0
ME1/ABEC0050.WEC0024267,0.9227477,7.363775,Cluster 0
ME1/ABEC0050.WEC0024268,1.0204699,7.4060087,Cluster 0
ME1/ABEC0050.WEC0024269,0.90895575,7.3909025,Cluster 0
ME1/ABEC0050.WEC0024270,0.90821546,7.5043707,Cluster 0
ME1/ABEC0050.WEC0024271,0.99889755,7.4134855,Cluster 0
ME1/ABEC0050.WEC0024272,1.0514715,7.666799,Cluster 0
ME1/ABEC0050.WEC0024273,0.8467374,7.7986298,Noise
ME1/ABEC0050.WEC0024274,0.85813576,7.560979,Cluster 0
ME1/ABEC0050.WEC0024275,0.99029976,7.6146255,Cluster 0
ME1/ABEC0050.WEC0024276,0.89518917,7.535784,Cluster 0
ME1/ABEC0050.WEC0024277,0.8903638,7.836176,Noise
ME1/ABEC0050.WEC0024278,0.9893175,7.570477,Cluster 0
ME1/ABEC0050.WEC0024279,0.93616146,7.7002125,Cluster 0
ME1/ABEC0050.WEC0024280,0.82542187,7.874071,Noise
ME1/ABEC0050.WEC0024281,0.8968515,7.716685,Cluster 0
ME1/ABEC0050.WEC0024282,0.8340837,7.687043,Cluster 0
ME1/ABEC0050.WEC0024283,0.87681836,7.698303,Cluster 0
ME1/ABEC0050.WEC0024284,0.7601959,7.8484793,Noise
ME1/ABEC0050.WEC0024285,0.8753543,7.6884885,Cluster 0
ME1/ABEC0050.WEC0024286,0.9351511,7.585991,Cluster 0
ME1/ABEC0050.WEC0024288,0.79839617,7.8552012,Noise
ME1/ABEC0050.WEC0024290,0.7645506,7.86367,Noise
ME1/ABEC0050.WEC0024291,0.9416167,7.6620517,Cluster 0
ME1/ABEC0050.WEC0024292,0.80944955,7.6815186,Cluster 0
ME1/ABEC0050.WEC0024293,0.9422237,7.6814175,Cluster 0
ME1/ABEC0050.WEC0024294,0.72108084,7.9932747,Noise
ME1/ABEC0050.WEC0024295,0.8511251,7.740357,Cluster 0
ME1/ABEC0050.WEC0024296,0.88692236,7.75557,Cluster 0
ME1/ABEC0050.WEC0024297,0.7877126,8.155412,Noise
ME1/ABEC0050.WEC0024298,0.872668,8.002382,Noise
ME1/ABEC0050.WEC0024299,0.63161576,8.189536,Noise
ME1/ABEC0050.WEC0024300,0.78930837,8.054717,Noise
ME1/ABEC0050.WEC0024301,0.8554779,7.881181,Noise
ME1/ABEC0050.WEC0024302,0.8805801,8.244372,Noise
ME1/ABEC0050.WEC0024303,0.7855997,7.878251,Noise
ME1/ABEC0050.WEC0024304,1.1033846,7.6021557,Cluster 0
ME1/ABEC0050.WEC0024305,0.7393902,8.141101,Noise
ME1/ABEC0050.WEC0024306,0.76457,7.965848,Noise
ME1/ABEC0050.WEC0024307,0.8592284,8.176598,Noise
ME1/ABEC0050.WEC0024308,0.7547083,8.33348,Noise
ME1/ABEC0050.WEC0024309,0.8236766,8.020211,Noise
ME1/ABEC0050.WEC0024310,0.8384834,7.962952,Noise
ME1/ABEC0050.WEC0024311,0.74679387,8.203936,Noise
ME1/ABEC0050.WEC0024312,0.7947255,8.118228,Noise
ME1/ABEC0050.WEC0024313,0.81221926,8.585582,Noise
ME1/ABEC0050.WEC0024314,0.84063196,8.267492,Noise
ME1/ABEC0050.WEC0024315,0.6218834,8.601937,Noise
ME1/ABEC0050.WEC0024316,0.52077353,9.312172,Noise
ME1/ABEC0050.WEC0024317,0.7401064,8.498087,Noise
ME1/ABEC0050.WEC0024318,0.71389043,8.587076,Noise
ME1/ABEC0050.WEC0024319,0.6547683,9.0098505,Noise
ME1/ABEC0050.WEC0024320,0.764721,8.501865,Noise
ME1/ABEC0050.WEC0024321,0.76172066,8.112259,Noise
ME1/ABEC0050.WEC0024322,0.70910937,8.562737,Noise
ME1/ABEC0050.WEC0024323,0.79694337,8.759321,Noise
ME1/ABEC0050.WEC0024324,0.7239792,8.738866,Noise
ME1/ABEC0050.WEC0024325,0.7219555,8.849082,Noise
ME1/ABEC0050.WEC0024326,0.75368667,8.792529,Noise
ME1/ABEC0050.WEC0024327,0.8260982,8.660805,Noise
ME1/ABEC0050.WEC0024328,0.6750685,8.712336,Noise
ME1/ABEC0050.WEC0024329,0.6973798,8.773626,Noise
ME1/ABEC0050.WEC0024330,0.7055555,8.80113,Noise
ME1/ABEC0050.WEC0024331,0.6257735,8.757219,Noise
ME1/ABEC0050.WEC0024332,0.878841,9.346474,Noise
ME1/ABEC0050.WEC0024333,0.90162116,8.354576,Noise
ME1/ABEC0050.WEC0024334,0.7484926,9.118718,Noise
ME1/ABEC0050.WEC0024335,0.8027,8.976222,Noise
ME1/ABEC0050.WEC0024336,0.9665841,9.646145,Noise
ME1/ABEC0050.WEC0024337,0.6386119,8.783227,Noise
ME1/ABEC0050.WEC0024338,0.7627957,8.542418,Noise
ME1/ABEC0050.WEC0024339,0.6938092,9.144732,Noise
ME1/ABEC0050.WEC0024340,0.75346446,8.911719,Noise
ME1/ABEC0050.WEC0024341,0.82746786,8.781222,Noise
ME1/ABEC0050.WEC0024342,0.8052258,9.482979,Noise
ME1/ABEC0050.WEC0024343,0.79169774,9.227289,Noise
ME1/ABEC0050.WEC0024344,0.705699,9.369051,Noise
ME1/ABEC0050.WEC0024345,0.89087194,9.671749,Noise
ME1/ABEC0050.WEC0024346,1.1328473,7.800435,Noise
ME1/ABEC0050.WEC0024347,0.7911571,9.371679,Noise
ME1/ABEC0050.WEC0024348,0.92678994,9.528437,Noise
ME1/ABEC0050.WEC0024349,0.7508976,9.465822,Noise
ME1/ABEC0050.WEC0024350,0.9221898,9.839507,Noise
ME1/ABEC0050.WEC0024351,0.6855789,9.029134,Noise
ME1/ABEC0050.WEC0024352,0.8122726,9.243967,Noise
ME1/ABEC0050.WEC0024353,1.2365472,10.239172,Noise
ME1/ABEC0050.WEC0024354,0.78861237,10.031221,Noise
ME1/ABEC0050.WEC0024355,0.8480572,9.521088,Noise
ME1/ABEC0050.WEC0024356,0.8698533,9.432501,Noise
ME1/ABEC0050.WEC0024357,0.7180253,9.710296,Noise
ME1/ABEC0050.WEC0024358,1.0590994,9.268117,Noise
ME1/ABEC0050.WEC0024359,0.82744426,8.780719,Noise
ME1/ABEC0050.WEC0024360,0.85177636,9.526366,Noise
ME1/ABEC0050.WEC0024361,1.0073614,9.736385,Noise
ME1/ABEC0050.WEC0024362,0.8510844,9.904341,Noise
ME1/ABEC0050.WEC0024363,0.58607155,9.461075,Noise
ME1/ABEC0050.WEC0024364,1.1170715,9.791885,Noise
ME1/ABEC0050.WEC0024365,0.9741853,8.916524,Noise
ME1/ABEC0050.WEC0024366,0.8765641,9.638406,Noise
ME1/ABEC0050.WEC0024367,0.89764166,9.891766,Noise
ME1/ABEC0050.WEC0024368,0.9558054,9.905334,Noise
ME1/ABEC0050.WEC0024369,0.8848249,9.686255,Noise
ME1/ABEC0050.WEC0024370,0.81689286,8.8763075,Noise
ME1/ABEC0050.WEC0024371,0.9801186,9.7174835,Noise
ME1/ABEC0050.WEC0024372,0.8549587,9.618323,Noise
ME1/ABEC0050.WEC0024373,1.2212963,10.731897,Noise
ME1/ABEC0050.WEC0024374,1.1370519,10.122137,Noise
ME1/ABEC0050.WEC0024376,1.0183107,9.647589,Noise
ME1/ABEC0050.WEC0024377,1.1863524,10.219283,Noise
ME1/ABEC0050.WEC0024378,1.0704985,10.081238,Noise
ME1/ABEC0051.WEC0025001,0.9849759,9.873852,Noise
ME1/ABEC0051.WEC0025002,1.2303041,10.329126,Noise
ME1/ABEC0051.WEC0025003,1.0351778,9.947891,Noise
ME1/ABEC0051.WEC0025004,1.6179931,10.306283,Noise
ME1/ABEC0051.WEC0025005,1.2286837,9.9169,Noise
ME1/ABEC0051.WEC0025006,1.3751302,10.167808,Noise
ME1/ABEC0051.WEC0025007,1.3317083,9.772231,Noise
ME1/ABEC0051.WEC0025008,1.0166528,10.109828,Noise
ME1/ABEC0051.WEC0025009,1.7256731,10.095849,Noise
ME1/ABEC0051.WEC0025011,1.1811858,10.133127,Noise
ME1/ABEC0051.WEC0025012,1.310623,10.220059,Noise
ME1/ABEC0051.WEC0025013,1.1901882,9.747909,Noise
ME1/ABEC0051.WEC0025014,0.9783016,9.04029,Noise
ME1/ABEC0051.WEC0025015,1.1395332,7.630299,Cluster 0
ME1/ABEC0051.WEC0025016,1.2495519,9.90644,Noise
ME1/ABEC0051.WEC0025017,1.2474194,10.344785,Noise
ME1/ABEC0051.WEC0025018,1.0853542,9.953835,Noise
ME1/ABEC0051.WEC0025019,1.3422465,10.224982,Noise
ME1/ABEC0051.WEC0025020,1.4156802,8.50609,Cluster 1
ME1/ABEC0051.WEC0025021,1.424926,10.368266,Noise
ME1/ABEC0051.WEC0025022,1.4812087,10.2244625,Noise
ME1/ABEC0051.WEC0025023,1.3062239,10.52532,Noise
ME1/ABEC0051.WEC0025024,1.2550688,10.2527895,Noise
ME1/ABEC0051.WEC0025025,1.1945313,9.865715,Noise
ME1/ABEC0051.WEC0025026,1.119546,10.261985,Noise
ME1/ABEC0051.WEC0025027,1.2170715,10.209221,Noise
ME1/ABEC0051.WEC0025028,1.7482202,10.458957,Noise
ME1/ABEC0051.WEC0025029,1.0550644,10.116283,Noise
ME1/ABEC0051.WEC0025030,1.4945145,10.424535,Noise
ME1/ABEC0051.WEC0025031,1.2571231,10.182496,Noise
ME1/ABEC0051.WEC0025032,1.3123635,10.4718485,Noise
ME1/ABEC0051.WEC0025033,1.4519321,10.3928995,Noise
ME1/ABEC0051.WEC0025034,2.1112669,10.45897,Noise
ME1/ABEC0051.WEC0025035,1.3503051,10.054248,Noise
ME1/ABEC0051.WEC0025036,1.239869,10.298577,Noise
ME1/ABEC0051.WEC0025037,1.4897588,10.537786,Noise
ME1/ABEC0051.WEC0025038,1.4181244,10.561836,Noise
ME1/ABEC0051.WEC0025039,1.680647,10.616481,Noise
ME1/ABEC0051.WEC0025040,1.2292029,10.334288,Noise
ME1/ABEC0051.WEC0025041,1.5819463,10.521703,Noise
ME1/ABEC0051.WEC0025042,0.9538,8.2622,Noise
ME1/ABEC0051.WEC0025043,1.5447357,10.317379,Noise
ME1/ABEC0051.WEC0025044,1.3165809,10.452435,Noise
ME1/ABEC0051.WEC0025045,1.9609455,10.152429,Cluster 1
ME1/ABEC0051.WEC0025046,0.9819454,9.448381,Noise
ME1/ABEC0051.WEC0025047,1.6044976,10.244902,Noise
ME1/ABEC0051.WEC0025048,1.0181456,8.331773,Noise
ME1/ABEC0051.WEC0025049,1.5241265,10.589341,Noise
ME1/ABEC0051.WEC0025050,1.7246497,10.270332,Noise
ME1/ABEC0051.WEC0025051,1.5999261,10.389575,Noise
ME1/ABEC0051.WEC0025052,2.0113943,10.698683,Noise
ME1/ABEC0051.WEC0025053,1.7188084,10.225066,Noise
ME1/ABEC0051.WEC0025054,1.6264178,10.244812,Noise
ME1/ABEC0051.WEC0025055,1.4860861,10.370968,Noise
ME1/ABEC0051.WEC0025056,1.3188905,9.67342,Noise
ME1/ABEC0051.WEC0025057,1.4210775,9.990795,Noise
ME1/ABEC0051.WEC0025058,1.8285756,10.562833,Noise
ME1/ABEC0051.WEC0025059,1.6281106,10.510998,Noise
ME1/ABEC0051.WEC0025060,1.5101117,10.553854,Noise
ME1/ABEC0051.WEC0025061,1.6315061,9.994028,Cluster 1
ME1/ABEC0051.WEC0025062,1.3488936,9.930856,Noise
ME1/ABEC0051.WEC0025063,1.4118127,10.188007,Noise
ME1/ABEC0051.WEC0025064,1.3609605,9.730555,Noise
ME1/ABEC0051.WEC0025065,1.9070216,10.513064,Noise
ME1/ABEC0051.WEC0025066,1.7285597,10.387021,Noise
ME1/ABEC0051.WEC0025067,1.7855264,7.360518,Noise
ME1/ABEC0051.WEC0025068,1.4268202,9.849398,Noise
ME1/ABEC0051.WEC0025069,1.5790166,10.305231,Noise
ME1/ABEC0051.WEC0025070,1.5751047,10.39768,Noise
ME1/ABEC0051.WEC0025071,1.7401732,10.563328,Noise
ME1/ABEC0051.WEC0025072,1.8099327,10.368707,Noise
ME1/ABEC0051.WEC0025073,1.7974598,10.4053955,Noise
ME1/ABEC0051.WEC0025074,1.9019384,10.430479,Noise
ME1/ABEC0051.WEC0025075,1.6027776,10.289856,Noise
ME1/ABEC0051.WEC0025076,1.7272086,10.58295,Noise
ME1/ABEC0051.WEC0025077,1.8553487,10.358276,Noise
ME1/ABEC0051.WEC0025078,1.9593364,10.437865,Noise
ME1/ABEC0051.WEC0025079,1.8352364,10.506584,Noise
ME1/ABEC0051.WEC0025080,2.07616,10.40806,Noise
ME1/ABEC0051.WEC0025081,1.4901683,10.039973,Noise
ME1/ABEC0051.WEC0025082,2.0787623,10.277571,Noise
ME1/ABEC0051.WEC0025083,1.742676,10.214117,Noise
ME1/ABEC0051.WEC0025084,2.3493388,10.462782,Noise
ME1/ABEC0051.WEC0025085,1.8061693,10.279358,Noise
ME1/ABEC0051.WEC0025086,2.0247817,10.543005,Noise
ME1/ABEC0051.WEC0025087,2.3454397,9.975691,Cluster 1
ME1/ABEC0051.WEC0025088,2.0582397,9.99259,Cluster 1
ME1/ABEC0051.WEC0025089,1.8600478,10.31761,Noise
ME1/ABEC0051.WEC0025091,1.0660965,8.102296,Noise
ME1/ABEC0051.WEC0025092,1.6517179,10.034992,Noise
ME1/ABEC0051.WEC0025093,1.8359258,10.295372,Noise
ME1/ABEC0051.WEC0025094,2.1885965,9.963831,Cluster 1
ME1/ABEC0051.WEC0025095,1.5186503,8.093606,Noise
ME1/ABEC0051.WEC0025097,1.8756611,10.394042,Noise
ME1/ABEC0051.WEC0025098,2.3716838,10.108334,Noise
ME1/ABEC0051.WEC0025099,2.1435616,10.079926,Cluster 1
ME1/ABEC0051.WEC0025100,1.9890281,10.127246,Cluster 1
ME1/ABEC0051.WEC0025101,2.3121839,10.148185,Noise
ME1/ABEC0051.WEC0025102,1.7711759,9.596836,Cluster 1
ME1/ABEC0051.WEC0025103,1.9565592,9.984331,Cluster 1
ME1/ABEC0051.WEC0025104,2.2198167,10.4434805,Noise
ME1/ABEC0051.WEC0025105,1.7830415,9.710395,Cluster 1
ME1/ABEC0051.WEC0025106,1.0494282,8.5828085,Noise
ME1/ABEC0051.WEC0025107,2.3159742,10.42239,Noise
ME1/ABEC0051.WEC0025108,2.0389595,10.197212,Cluster 1
ME1/ABEC0051.WEC0025109,1.1538404,8.449839,Noise
ME1/ABEC0051.WEC0025110,2.0604377,10.4682665,Noise
ME1/ABEC0051.WEC0025111,1.7713383,10.017917,Noise
ME1/ABEC0051.WEC0025112,1.8149767,10.105189,Cluster 1
ME1/ABEC0051.WEC0025113,1.8551931,9.861998,Cluster 1
ME1/ABEC0051.WEC0025114,2.0332112,9.988543,Cluster 1
ME1/ABEC0051.WEC0025115,2.7560565,9.418924,Noise
ME1/ABEC0051.WEC0025116,1.8467411,9.667779,Cluster 1
ME1/ABEC0051.WEC0025117,2.0184305,10.58348,Noise
